BioProject,Run,name,taxonomy_id,taxonomy_lvl,kraken_assigned_reads,added_reads,new_est_reads,fraction_total_reads
PRJEB21503,ERR2041223,synthetic construct,32630,S,31,0,31,0.10098
PRJEB21503,ERR2041224,Bradyrhizobium sp. SK17,2057741,S,86,18,104,0.18909
PRJEB21503,ERR2041224,Cutibacterium acnes,1747,S,91,1,92,0.16727
PRJEB21503,ERR2041224,Bradyrhizobium sp. CCBAU 53421,1325120,S,66,19,85,0.15455
PRJEB21503,ERR2041224,Staphylococcus aureus,1280,S,46,27,73,0.13273
PRJEB21503,ERR2041225,Janthinobacterium svalbardensis,368607,S,116,33,149,0.17009
PRJEB21503,ERR2041225,Pseudomonas fluorescens,294,S,53,82,135,0.15411
PRJEB21503,ERR2041225,Acinetobacter sp. MYb10,1827285,S,56,46,102,0.11644
PRJEB21503,ERR2041225,Janthinobacterium tructae,2590869,S,78,23,101,0.11530
PRJEB21503,ERR2041226,Cutibacterium acnes,1747,S,152,4,156,0.26000
PRJEB21503,ERR2041226,Bradyrhizobium sp. SK17,2057741,S,90,21,111,0.18500
PRJEB21503,ERR2041226,Staphylococcus aureus,1280,S,50,28,78,0.13000
PRJEB21503,ERR2041226,Bradyrhizobium sp. CCBAU 53421,1325120,S,57,16,73,0.12167
PRJEB21503,ERR2041226,Bradyrhizobium quebecense,2748629,S,46,16,62,0.10333
PRJEB21503,ERR2041227,Janthinobacterium svalbardensis,368607,S,311,76,387,0.11908
PRJEB21503,ERR2041227,Pseudomonas fluorescens,294,S,225,151,376,0.11569
PRJEB21503,ERR2041227,Acinetobacter sp. MYb10,1827285,S,205,145,350,0.10769
PRJEB21503,ERR2041228,Salmonella enterica,28901,S,16,254,270,0.38682
PRJEB21503,ERR2041228,Staphylococcus aureus,1280,S,94,43,137,0.19628
PRJEB21503,ERR2041228,Bradyrhizobium sp. SK17,2057741,S,66,14,80,0.11461
PRJEB21503,ERR2041229,Janthinobacterium svalbardensis,368607,S,243,63,306,0.14641
PRJEB21503,ERR2041229,Pseudomonas fluorescens,294,S,118,159,277,0.13254
PRJEB21503,ERR2041229,Cutibacterium acnes,1747,S,191,46,237,0.11340
PRJEB21503,ERR2041229,Janthinobacterium tructae,2590869,S,179,48,227,0.10861
PRJEB21503,ERR2041230,Salmonella enterica,28901,S,52,1009,1061,0.29068
PRJEB21503,ERR2041230,Staphylococcus aureus,1280,S,411,222,633,0.17342
PRJEB21503,ERR2041230,Cutibacterium acnes,1747,S,402,10,412,0.11288
PRJEB21503,ERR2041231,Pseudomonas fluorescens,294,S,346,206,552,0.20080
PRJEB21503,ERR2041231,Janthinobacterium svalbardensis,368607,S,260,63,323,0.11750
PRJEB21503,ERR2041232,Bradyrhizobium sp. SK17,2057741,S,249,40,289,0.20643
PRJEB21503,ERR2041232,Bradyrhizobium sp. CCBAU 53421,1325120,S,159,34,193,0.13786
PRJEB21503,ERR2041233,Plasmodium falciparum,5833,S,1268,352,1620,0.33898
PRJEB21503,ERR2041234,Salmonella enterica,28901,S,19,173,192,0.21262
PRJEB21503,ERR2041234,Cutibacterium acnes,1747,S,146,5,151,0.16722
PRJEB21503,ERR2041234,Plasmodium falciparum,5833,S,110,36,146,0.16168
PRJEB21503,ERR2041234,Staphylococcus aureus,1280,S,60,45,105,0.11628
PRJEB21503,ERR2041236,Enterococcus faecalis,1351,S,26408,19745,46153,0.99562
PRJEB21503,ERR2041237,Enterococcus faecalis,1351,S,7120,4916,12036,0.99859
PRJEB21503,ERR2041238,Staphylococcus epidermidis,1282,S,35874,1880,37754,0.98657
PRJEB21503,ERR2041239,Staphylococcus epidermidis,1282,S,11970,567,12537,0.98927
PRJEB21503,ERR2041240,Staphylococcus epidermidis,1282,S,89,9,98,1.00000
PRJEB21503,ERR2041242,Serratia marcescens,615,S,136,85,221,0.64058
PRJEB21503,ERR2041242,Escherichia coli,562,S,31,46,77,0.22319
PRJEB21503,ERR2041242,Plasmodium falciparum,5833,S,39,7,46,0.13333
PRJEB21503,ERR2041243,Escherichia coli,562,S,1019,3328,4347,0.82470
PRJEB21503,ERR2041243,Staphylococcus aureus,1280,S,146,396,542,0.10283
PRJEB21503,ERR2041244,Cutibacterium acnes,1747,S,53,2,55,0.50459
PRJEB21503,ERR2041244,Paracoccus yeei,147645,S,26,5,31,0.28440
PRJEB21503,ERR2041244,Caulobacter segnis,88688,S,19,2,21,0.19266
PRJEB21503,ERR2041246,Cutibacterium acnes,1747,S,72,3,75,1.00000
PRJEB21503,ERR2041247,Cutibacterium acnes,1747,S,121,18,139,0.74332
PRJEB21503,ERR2041247,synthetic construct,32630,S,26,0,26,0.13904
PRJEB21503,ERR2041247,Candidatus Planktophila sulfonica,1884904,S,19,2,21,0.11230
PRJEB21503,ERR2041248,Staphylococcus aureus,1280,S,98,55,153,0.21339
PRJEB21503,ERR2041248,Bradyrhizobium sp. SK17,2057741,S,103,16,119,0.16597
PRJEB21503,ERR2041248,Bradyrhizobium sp. CCBAU 53421,1325120,S,93,19,112,0.15621
PRJEB21503,ERR2041249,Janthinobacterium svalbardensis,368607,S,209,50,259,0.12690
PRJEB21503,ERR2041249,Pseudomonas fluorescens,294,S,110,145,255,0.12494
PRJEB21503,ERR2041249,Acinetobacter sp. MYb10,1827285,S,164,78,242,0.11857
PRJEB21503,ERR2041250,Cutibacterium acnes,1747,S,180,7,187,0.18015
PRJEB21503,ERR2041250,Bradyrhizobium sp. SK17,2057741,S,145,27,172,0.16570
PRJEB21503,ERR2041250,Bradyrhizobium sp. CCBAU 53421,1325120,S,99,24,123,0.11850
PRJEB21503,ERR2041251,Corynebacterium propinquum,43769,S,849,39,888,0.39537
PRJEB21503,ERR2041251,Corynebacterium accolens,38284,S,283,78,361,0.16073
PRJEB21503,ERR2041252,Bradyrhizobium sp. SK17,2057741,S,237,45,282,0.19817
PRJEB21503,ERR2041252,Bradyrhizobium sp. CCBAU 53421,1325120,S,159,41,200,0.14055
PRJEB21503,ERR2041252,Bradyrhizobium quebecense,2748629,S,108,42,150,0.10541
PRJEB21503,ERR2041252,Bradyrhizobium sp. 41S5,1404443,S,89,54,143,0.10049
PRJEB21503,ERR2041253,Acinetobacter sp. MYb10,1827285,S,220,110,330,0.14298
PRJEB21503,ERR2041253,Pseudomonas fluorescens,294,S,117,181,298,0.12912
PRJEB21503,ERR2041254,Salmonella enterica,28901,S,24,710,734,0.23118
PRJEB21503,ERR2041254,Bradyrhizobium sp. SK17,2057741,S,441,79,520,0.16378
PRJEB21503,ERR2041254,Bradyrhizobium sp. CCBAU 53421,1325120,S,286,64,350,0.11024
PRJEB21503,ERR2041255,Janthinobacterium svalbardensis,368607,S,346,97,443,0.11989
PRJEB21503,ERR2041255,Pseudomonas fluorescens,294,S,206,175,381,0.10311
PRJEB21503,ERR2041256,Salmonella enterica,28901,S,36,642,678,0.26661
PRJEB21503,ERR2041256,Bradyrhizobium sp. SK17,2057741,S,278,46,324,0.12741
PRJEB21503,ERR2041256,Staphylococcus aureus,1280,S,179,132,311,0.12230
PRJEB21503,ERR2041257,Janthinobacterium svalbardensis,368607,S,387,110,497,0.11216
PRJEB21503,ERR2041257,Acinetobacter sp. MYb10,1827285,S,322,143,465,0.10494
PRJEB21503,ERR2041258,Bradyrhizobium sp. SK17,2057741,S,62,10,72,0.19945
PRJEB21503,ERR2041258,Bradyrhizobium sp. CCBAU 53421,1325120,S,53,12,65,0.18006
PRJEB21503,ERR2041258,Cutibacterium acnes,1747,S,60,3,63,0.17452
PRJEB21503,ERR2041258,Bradyrhizobium quebecense,2748629,S,38,16,54,0.14958
PRJEB21503,ERR2041258,Bradyrhizobium sp. 41S5,1404443,S,28,16,44,0.12188
PRJEB21503,ERR2041259,Acinetobacter sp. MYb10,1827285,S,41,73,114,0.21190
PRJEB21503,ERR2041259,Pseudomonas fluorescens,294,S,40,69,109,0.20260
PRJEB21503,ERR2041259,Janthinobacterium svalbardensis,368607,S,70,20,90,0.16729
PRJEB21503,ERR2041259,Janthinobacterium tructae,2590869,S,70,20,90,0.16729
PRJEB21503,ERR2043666,Enterococcus faecalis,1351,S,778701,118916,897617,0.99865
PRJEB21503,ERR2043667,Staphylococcus epidermidis,1282,S,899779,63137,962916,0.97767
PRJEB21503,ERR2043668,Staphylococcus epidermidis,1282,S,831458,40385,871843,0.98967
PRJEB21503,ERR2043669,Enterococcus faecalis,1351,S,564291,330038,894329,0.99161
PRJEB21503,ERR2043670,Enterococcus faecalis,1351,S,688191,412333,1100524,0.99072
PRJEB21503,ERR2043671,Staphylococcus epidermidis,1282,S,390713,45370,436083,0.98912
PRJEB21503,ERR2043672,Enterococcus faecalis,1351,S,663508,90731,754239,0.99846
PRJEB21503,ERR2043673,Staphylococcus epidermidis,1282,S,624231,37014,661245,0.99463
PRJEB21503,ERR2043674,Staphylococcus epidermidis,1282,S,767162,61642,828804,0.99269
PRJEB21503,ERR2043675,Staphylococcus epidermidis,1282,S,633103,28152,661255,0.97120
PRJNA564695,SRR10093448,Corynebacterium glutamicum,1718,S,35,6855,6890,0.30440
PRJNA564695,SRR10093448,Rothia mucilaginosa,43675,S,4276,15,4291,0.18957
PRJNA564695,SRR10093449,Staphylococcus aureus,1280,S,656,2487,3143,0.22289
PRJNA564695,SRR10093449,Corynebacterium heidelbergense,2055947,S,83,1690,1773,0.12574
PRJNA564695,SRR10093449,Cutibacterium acnes,1747,S,1733,5,1738,0.12325
PRJNA564695,SRR10093450,synthetic construct,32630,S,2978,0,2978,0.19584
PRJNA564695,SRR10093450,Staphylococcus aureus,1280,S,464,2043,2507,0.16487
PRJNA564695,SRR10093450,Cutibacterium acnes,1747,S,1806,12,1818,0.11956
PRJNA564695,SRR10093451,Corynebacterium glutamicum,1718,S,51,10418,10469,0.82078
PRJNA564695,SRR10093452,Corynebacterium glutamicum,1718,S,24,6322,6346,0.62173
PRJNA564695,SRR10093452,Staphylococcus aureus,1280,S,398,1302,1700,0.16655
PRJNA564695,SRR10093453,Corynebacterium glutamicum,1718,S,21,2964,2985,0.17895
PRJNA564695,SRR10093453,Staphylococcus aureus,1280,S,652,1898,2550,0.15287
PRJNA564695,SRR10093453,Sphingomonas cannabina,2899123,S,977,1303,2280,0.13668
PRJNA564695,SRR10093453,Cutibacterium acnes,1747,S,2127,9,2136,0.12805
PRJNA564695,SRR10093454,Staphylococcus aureus,1280,S,4912,8377,13289,0.78364
PRJNA564695,SRR10093455,Corynebacterium glutamicum,1718,S,20,2987,3007,0.19187
PRJNA564695,SRR10093455,Cutibacterium acnes,1747,S,2769,19,2788,0.17790
PRJNA564695,SRR10093455,Corynebacterium phocae,161895,S,2065,6,2071,0.13215
PRJNA564695,SRR10093456,Haemophilus influenzae,727,S,8538,2547,11085,0.57731
PRJNA564695,SRR10093456,Corynebacterium glutamicum,1718,S,20,4391,4411,0.22973
PRJNA564695,SRR10093457,Haemophilus influenzae,727,S,5393,1323,6716,0.40755
PRJNA564695,SRR10093457,Corynebacterium glutamicum,1718,S,22,5049,5071,0.30772
PRJNA564695,SRR10093458,Corynebacterium heidelbergense,2055947,S,4582,125,4707,0.26236
PRJNA564695,SRR10093458,Cutibacterium acnes,1747,S,3880,3,3883,0.21643
PRJNA564695,SRR10093459,Staphylococcus aureus,1280,S,1994,8281,10275,0.61398
PRJNA564695,SRR10093460,Staphylococcus aureus,1280,S,1163,3673,4836,0.45396
PRJNA564695,SRR10093460,synthetic construct,32630,S,1537,0,1537,0.14428
PRJNA564695,SRR10093460,Sphingomonas cannabina,2899123,S,341,1001,1342,0.12597
PRJNA564695,SRR10093461,Corynebacterium glutamicum,1718,S,17,2854,2871,0.23187
PRJNA564695,SRR10093461,Staphylococcus aureus,1280,S,502,1882,2384,0.19254
PRJNA564695,SRR10093461,Sphingomonas cannabina,2899123,S,141,1318,1459,0.11783
PRJNA564695,SRR10093462,Corynebacterium glutamicum,1718,S,36,10213,10249,0.69143
PRJNA564695,SRR10093463,Corynebacterium glutamicum,1718,S,57,10859,10916,0.82020
PRJNA564695,SRR10093464,Pseudomonas sp. S150,2559074,S,28,2619,2647,0.24911
PRJNA564695,SRR10093464,Psychrobacter sp. WY6,2708350,S,1656,201,1857,0.17476
PRJNA564695,SRR10093464,Anoxybacillus caldiproteolyticus,247480,S,1078,18,1096,0.10314
PRJNA564695,SRR10093465,Staphylococcus aureus,1280,S,2607,8923,11530,0.73086
PRJNA564695,SRR10093466,Pseudomonas sp. S150,2559074,S,24,3080,3104,0.29553
PRJNA564695,SRR10093466,Psychrobacter sp. WY6,2708350,S,1818,46,1864,0.17747
PRJNA564695,SRR10093466,Pseudomonas fragi,296,S,922,150,1072,0.10207
PRJNA564695,SRR10093467,Cutibacterium acnes,1747,S,2656,2,2658,0.32438
PRJNA564695,SRR10093467,Moraxella osloensis,34062,S,1967,0,1967,0.24005
PRJNA564695,SRR10093468,Cutibacterium acnes,1747,S,2784,1,2785,0.30105
PRJNA564695,SRR10093468,Moraxella osloensis,34062,S,2694,2,2696,0.29143
PRJNA564695,SRR10093469,Corynebacterium glutamicum,1718,S,30,7997,8027,0.59614
PRJNA564695,SRR10093469,synthetic construct,32630,S,1421,0,1421,0.10553
PRJNA564695,SRR10093470,Corynebacterium glutamicum,1718,S,44,8980,9024,0.67880
PRJNA564695,SRR10093471,Simonsiella muelleri,72,S,8333,364,8697,0.67924
PRJNA564695,SRR10093471,Sphingomonas cannabina,2899123,S,239,1606,1845,0.14410
PRJNA564695,SRR10093472,Simonsiella muelleri,72,S,13491,838,14329,0.67641
PRJNA564695,SRR10093473,Sphingomonas cannabina,2899123,S,243,1581,1824,0.12753
PRJNA564695,SRR10093473,Sphingomonas naphthae,1813468,S,19,1569,1588,0.11103
PRJNA564695,SRR10093474,Sphingomonas cannabina,2899123,S,277,1614,1891,0.21606
PRJNA564695,SRR10093475,Staphylococcus aureus,1280,S,527,2360,2887,0.24096
PRJNA564695,SRR10093475,Streptococcus thermophilus,1308,S,1352,269,1621,0.13530
PRJNA564695,SRR10093475,Sphingomonas cannabina,2899123,S,433,1171,1604,0.13388
PRJNA564695,SRR10093476,Corynebacterium glutamicum,1718,S,29,5852,5881,0.62597
PRJNA564695,SRR10093476,Staphylococcus aureus,1280,S,605,962,1567,0.16679
PRJNA564695,SRR10093477,Streptococcus thermophilus,1308,S,1863,575,2438,0.23744
PRJNA564695,SRR10093477,Staphylococcus aureus,1280,S,252,1084,1336,0.13011
PRJNA564695,SRR10093478,Cutibacterium acnes,1747,S,3140,17,3157,0.20257
PRJNA564695,SRR10093478,Streptococcus agalactiae,1311,S,218,1545,1763,0.11312
PRJNA564695,SRR10093479,Cutibacterium acnes,1747,S,3127,12,3139,0.21336
PRJNA564695,SRR10093479,Corynebacterium sanguinis,2594913,S,1466,539,2005,0.13628
PRJNA564695,SRR10093480,Sphingomonas cannabina,2899123,S,584,1534,2118,0.19097
PRJNA564695,SRR10093480,Corynebacterium sanguinis,2594913,S,1052,550,1602,0.14444
PRJNA564695,SRR10093480,Cutibacterium acnes,1747,S,1278,5,1283,0.11568
PRJNA564695,SRR10093481,Corynebacterium glutamicum,1718,S,21,4657,4678,0.40041
PRJNA564695,SRR10093481,Cutibacterium acnes,1747,S,2363,5,2368,0.20269
PRJNA564695,SRR10093482,Cutibacterium acnes,1747,S,2856,9,2865,0.29367
PRJNA564695,SRR10093482,Simonsiella muelleri,72,S,1514,207,1721,0.17640
PRJNA564695,SRR10093482,Moraxella osloensis,34062,S,991,0,991,0.10158
PRJNA564695,SRR10093483,Cutibacterium acnes,1747,S,3953,11,3964,0.27486
PRJNA564695,SRR10093483,Simonsiella muelleri,72,S,2443,218,2661,0.18451
PRJNA564695,SRR10093483,Moraxella osloensis,34062,S,1962,2,1964,0.13618
PRJNA564695,SRR10093484,Cutibacterium acnes,1747,S,3432,8,3440,0.32520
PRJNA564695,SRR10093485,Corynebacterium glutamicum,1718,S,16,2408,2424,0.22175
PRJNA564695,SRR10093485,Solibaculum mannosilyticum,2780922,S,1386,20,1406,0.12863
PRJNA564695,SRR10093486,Corynebacterium glutamicum,1718,S,36,8599,8635,0.85233
PRJNA564695,SRR10093487,Simonsiella muelleri,72,S,7571,359,7930,0.48635
PRJNA564695,SRR10093487,Staphylococcus aureus,1280,S,540,2038,2578,0.15811
PRJNA564695,SRR10093488,Corynebacterium glutamicum,1718,S,53,7313,7366,0.39980
PRJNA564695,SRR10093488,Corynebacterium diphtheriae,1717,S,16,2402,2418,0.13124
PRJNA564695,SRR10093488,Finegoldia magna,1260,S,2397,11,2408,0.13070
PRJNA564695,SRR10093489,Corynebacterium glutamicum,1718,S,18,4950,4968,0.49115
PRJNA564695,SRR10093490,Corynebacterium glutamicum,1718,S,52,8719,8771,0.63822
PRJNA564695,SRR10093490,Corynebacterium sp. ATCC 6931,1487956,S,18,2101,2119,0.15419
PRJNA564695,SRR10093491,Corynebacterium glutamicum,1718,S,54,7719,7773,0.74863
PRJNA564695,SRR10093492,Staphylococcus aureus,1280,S,681,2568,3249,0.26023
PRJNA564695,SRR10093492,Pseudomonas sp. S150,2559074,S,21,1739,1760,0.14097
PRJNA564695,SRR10093492,Corynebacterium jeikeium,38289,S,336,952,1288,0.10316
PRJNA564695,SRR10093493,Pelagovum pacificum,2588711,S,10081,356,10437,0.47907
PRJNA564695,SRR10093494,Corynebacterium glutamicum,1718,S,44,6818,6862,0.33327
PRJNA564695,SRR10093494,Corynebacterium heidelbergense,2055947,S,2965,7,2972,0.14434
PRJNA564695,SRR10093494,Staphylococcus aureus,1280,S,503,1948,2451,0.11904
PRJNA564695,SRR10093494,Corynebacterium sanguinis,2594913,S,2195,95,2290,0.11122
PRJNA564695,SRR10093496,Staphylococcus aureus,1280,S,715,3065,3780,0.22554
PRJNA564695,SRR10093497,Chryseobacterium sp. 6424,2039166,S,1541,655,2196,0.19233
PRJNA564695,SRR10093498,Corynebacterium glutamicum,1718,S,43,4738,4781,0.18996
PRJNA564695,SRR10093498,Corynebacterium diphtheriae,1717,S,26,3557,3583,0.14236
PRJNA564695,SRR10093498,Streptococcus agalactiae,1311,S,477,2624,3101,0.12321
PRJNA564695,SRR10093499,Corynebacterium glutamicum,1718,S,28,5215,5243,0.34090
PRJNA564695,SRR10093499,Streptococcus agalactiae,1311,S,381,2343,2724,0.17711
PRJNA564695,SRR10093500,Corynebacterium glutamicum,1718,S,46,7147,7193,0.49837
PRJNA564695,SRR10093501,Corynebacterium glutamicum,1718,S,39,5985,6024,0.35101
PRJNA564695,SRR10093501,Cutibacterium acnes,1747,S,1999,8,2007,0.11694
PRJNA564695,SRR10093502,Corynebacterium glutamicum,1718,S,114,12932,13046,0.56469
PRJNA564695,SRR10093502,Corynebacterium diphtheriae,1717,S,29,4023,4052,0.17539
PRJNA564695,SRR10093502,Corynebacterium sp. ATCC 6931,1487956,S,34,2649,2683,0.11613
PRJNA564695,SRR10093503,Corynebacterium glutamicum,1718,S,114,11790,11904,0.54008
PRJNA564695,SRR10093503,Corynebacterium diphtheriae,1717,S,26,2665,2691,0.12209
PRJNA564695,SRR10093503,Corynebacterium sp. ATCC 6931,1487956,S,36,2527,2563,0.11628
PRJNA564695,SRR10093504,Corynebacterium sanguinis,2594913,S,1459,1414,2873,0.24048
PRJNA564695,SRR10093504,Sphingomonas cannabina,2899123,S,463,2320,2783,0.23295
PRJNA564695,SRR10093504,Simonsiella muelleri,72,S,1757,84,1841,0.15410
PRJNA564695,SRR10093504,Staphylococcus aureus,1280,S,263,1361,1624,0.13593
PRJNA564695,SRR10093505,Corynebacterium glutamicum,1718,S,63,7938,8001,0.50031
PRJNA564695,SRR10093505,Corynebacterium sp. ATCC 6931,1487956,S,29,2911,2940,0.18384
PRJNA564695,SRR10093506,Corynebacterium glutamicum,1718,S,19,3538,3557,0.22168
PRJNA564695,SRR10093506,Corynebacterium diphtheriae,1717,S,18,1989,2007,0.12508
PRJNA564695,SRR10093507,Corynebacterium kutscheri,35755,S,7781,20,7801,0.43962
PRJNA564695,SRR10093507,Corynebacterium glutamicum,1718,S,74,4427,4501,0.25365
PRJNA564695,SRR10093508,Corynebacterium glutamicum,1718,S,50,9065,9115,0.61319
PRJNA564695,SRR10093508,Corynebacterium sp. ATCC 6931,1487956,S,19,3295,3314,0.22294
PRJNA564695,SRR10093509,Corynebacterium accolens,38284,S,29,3231,3260,0.29696
PRJNA564695,SRR10093509,Cutibacterium acnes,1747,S,1748,8,1756,0.15996
PRJNA564695,SRR10093510,Corynebacterium glutamicum,1718,S,33,7807,7840,0.61466
PRJNA564695,SRR10093511,Corynebacterium glutamicum,1718,S,31,7990,8021,0.36006
PRJNA564695,SRR10093511,Simonsiella muelleri,72,S,6425,366,6791,0.30484
PRJNA564695,SRR10093512,Corynebacterium diphtheriae,1717,S,31,6622,6653,0.24224
PRJNA564695,SRR10093512,Corynebacterium sp. ATCC 6931,1487956,S,35,5278,5313,0.19345
PRJNA564695,SRR10093512,Corynebacterium glutamicum,1718,S,45,4488,4533,0.16505
PRJNA564695,SRR10093513,Staphylococcus aureus,1280,S,1507,6044,7551,0.35727
PRJNA564695,SRR10093513,Corynebacterium ulcerans,65058,S,46,2325,2371,0.11218
PRJNA564695,SRR10093514,Corynebacterium glutamicum,1718,S,45,5945,5990,0.36547
PRJNA564695,SRR10093514,Corynebacterium diphtheriae,1717,S,21,5026,5047,0.30793
PRJNA564695,SRR10093514,Corynebacterium sp. ATCC 6931,1487956,S,21,3126,3147,0.19201
PRJNA564695,SRR10093515,Corynebacterium glutamicum,1718,S,61,13515,13576,0.54886
PRJNA564695,SRR10093515,synthetic construct,32630,S,2796,0,2796,0.11304
PRJNA564695,SRR10093516,Corynebacterium diphtheriae,1717,S,45,8613,8658,0.41400
PRJNA564695,SRR10093516,Corynebacterium glutamicum,1718,S,61,7019,7080,0.33855
PRJNA564695,SRR10093517,Corynebacterium glutamicum,1718,S,29,6062,6091,0.54780
PRJNA564695,SRR10093517,Corynebacterium sp. ATCC 6931,1487956,S,17,2367,2384,0.21441
PRJNA564695,SRR10093518,Corynebacterium glutamicum,1718,S,52,8665,8717,0.65685
PRJNA564695,SRR10093518,Corynebacterium sp. ATCC 6931,1487956,S,20,2866,2886,0.21747
PRJNA564695,SRR10093519,Staphylococcus aureus,1280,S,1401,5973,7374,0.64413
PRJNA564695,SRR10093519,Staphylococcus epidermidis,1282,S,1573,34,1607,0.14037
PRJNA564695,SRR10093520,Staphylococcus aureus,1280,S,366,1627,1993,0.21841
PRJNA564695,SRR10093521,Cutibacterium acnes,1747,S,10702,20,10722,0.64610
PRJNA564695,SRR10093521,Lawsonella clevelandensis,1528099,S,2137,0,2137,0.12877
PRJNA564695,SRR10093522,Cutibacterium acnes,1747,S,7801,18,7819,0.53661
PRJNA564695,SRR10093523,Corynebacterium glutamicum,1718,S,29,7245,7274,0.41117
PRJNA564695,SRR10093523,Staphylococcus aureus,1280,S,2083,3931,6014,0.33995
PRJNA564695,SRR10093524,Corynebacterium glutamicum,1718,S,26,3222,3248,0.12900
PRJNA564695,SRR10093524,Staphylococcus aureus,1280,S,1423,1178,2601,0.10330
PRJNA564695,SRR10093525,Staphylococcus aureus,1280,S,2681,13101,15782,0.79052
PRJNA564695,SRR10093527,Corynebacterium glutamicum,1718,S,154,15120,15274,0.52205
PRJNA564695,SRR10093527,Corynebacterium diphtheriae,1717,S,37,3546,3583,0.12246
PRJNA564695,SRR10093527,Corynebacterium sp. ATCC 6931,1487956,S,46,3252,3298,0.11272
PRJNA564695,SRR10093528,Corynebacterium glutamicum,1718,S,70,6862,6932,0.35047
PRJNA564695,SRR10093528,Haemophilus parainfluenzae,729,S,3086,80,3166,0.16007
PRJNA564695,SRR10093528,Corynebacterium diphtheriae,1717,S,17,2097,2114,0.10688
PRJNA564695,SRR10093529,Cutibacterium acnes,1747,S,3303,28,3331,0.27416
PRJNA564695,SRR10093529,Staphylococcus aureus,1280,S,565,1499,2064,0.16988
PRJNA564695,SRR10093530,Simonsiella muelleri,72,S,5882,354,6236,0.52785
PRJNA564695,SRR10093531,Corynebacterium glutamicum,1718,S,22,4266,4288,0.48944
PRJNA564695,SRR10093532,Cutibacterium acnes,1747,S,2238,4,2242,0.29625
PRJNA564695,SRR10093532,Moraxella osloensis,34062,S,1166,0,1166,0.15407
PRJNA564695,SRR10093532,Staphylococcus aureus,1280,S,187,854,1041,0.13755
PRJNA564695,SRR10093532,Simonsiella muelleri,72,S,826,40,866,0.11443
PRJNA564695,SRR10093533,Cutibacterium acnes,1747,S,5657,22,5679,0.40748
PRJNA564695,SRR10093533,Staphylococcus aureus,1280,S,665,2790,3455,0.24790
PRJNA564695,SRR10093533,Corynebacterium accolens,38284,S,21,1529,1550,0.11121
PRJNA564695,SRR10093534,Corynebacterium glutamicum,1718,S,22,3045,3067,0.33714
PRJNA564695,SRR10093534,Cutibacterium acnes,1747,S,1704,1,1705,0.18742
PRJNA564695,SRR10093535,Staphylococcus aureus,1280,S,2479,8144,10623,0.77574
PRJNA564695,SRR10093536,Cutibacterium acnes,1747,S,4675,30,4705,0.25601
PRJNA564695,SRR10093536,Staphylococcus aureus,1280,S,588,2189,2777,0.15110
PRJNA610482,SRR11442703,synthetic construct,32630,S,102185,0,102185,0.33676
PRJNA610482,SRR11442704,synthetic construct,32630,S,55326,0,55326,0.44782
PRJNA610482,SRR11442705,Staphylococcus epidermidis,1282,S,7850770,1041115,8891885,0.64545
PRJNA610482,SRR11442706,Staphylococcus epidermidis,1282,S,3258707,159910,3418617,0.54298
PRJNA610482,SRR11442706,Staphylococcus aureus,1280,S,304195,651705,955900,0.15183
PRJNA610482,SRR11442707,synthetic construct,32630,S,831149,0,831149,0.96378
PRJNA610482,SRR11442708,synthetic construct,32630,S,16611,0,16611,0.56063
PRJNA610482,SRR11442709,synthetic construct,32630,S,133414,0,133414,0.53195
PRJNA610482,SRR11442709,Staphylococcus haemolyticus,1283,S,29707,6227,35934,0.14328
PRJNA610482,SRR11442710,Staphylococcus epidermidis,1282,S,112853,12529,125382,0.44657
PRJNA610482,SRR11442710,synthetic construct,32630,S,66907,0,66907,0.23830
PRJNA610482,SRR11442711,synthetic construct,32630,S,4080,0,4080,0.30560
PRJNA610482,SRR11442712,synthetic construct,32630,S,50598,0,50598,0.28415
PRJNA610482,SRR11442712,Staphylococcus epidermidis,1282,S,16708,1905,18613,0.10453
PRJNA610482,SRR11442713,synthetic construct,32630,S,15889,0,15889,0.32066
PRJNA610482,SRR11442713,Corynebacterium tuberculostearicum,38304,S,5092,164,5256,0.10607
PRJNA610482,SRR11442714,synthetic construct,32630,S,76473,0,76473,0.27177
PRJNA610482,SRR11442715,Staphylococcus aureus,1280,S,1182436,753143,1935579,0.46712
PRJNA610482,SRR11442715,Staphylococcus epidermidis,1282,S,717077,14392,731469,0.17653
PRJNA610482,SRR11442716,Staphylococcus aureus,1280,S,2843013,2883650,5726663,0.42646
PRJNA610482,SRR11442716,Staphylococcus epidermidis,1282,S,1821528,88763,1910291,0.14226
PRJNA610482,SRR11442716,synthetic construct,32630,S,1688892,0,1688892,0.12577
PRJNA610482,SRR11442717,synthetic construct,32630,S,4928,0,4928,0.10899
PRJNA610482,SRR11442717,Alphatorquevirus homin19,3048420,S,4468,193,4661,0.10309
PRJNA610482,SRR11442718,Alphatorquevirus homin19,3048420,S,219013,9294,228307,0.46162
PRJNA610482,SRR11442718,synthetic construct,32630,S,163562,0,163562,0.33071
PRJNA610482,SRR11442719,synthetic construct,32630,S,263223,0,263223,0.38086
PRJNA610482,SRR11442719,Alphatorquevirus homin24,3048424,S,74378,25815,100193,0.14497
PRJNA610482,SRR11442720,Staphylococcus epidermidis,1282,S,21834572,2808430,24643002,0.64719
PRJNA610482,SRR11442721,Staphylococcus epidermidis,1282,S,19781751,2385395,22167146,0.59037
