Date,Dataset,name,taxonomy_id,taxonomy_lvl,kraken_assigned_reads,added_reads,new_est_reads,fraction_total_reads
2024-10-28,Qiagen_DNeasy_OMR_MolYsis_2_S53,Bradyrhizobium sp. SK17,2057741,S,394827,28917,423744,0.07574
2024-10-28,Zymo_Mini_Prep_CS_003_Air_Swab_S77,Burkholderia contaminans,488447,S,966084,187842,1153926,0.24235
2024-10-28,Zymo_Mini_Prep_CS_003_Air_Swab_S77,Bradyrhizobium sp. SK17,2057741,S,458308,31488,489796,0.10287
2024-10-28,Zymo_Mini_Prep_CS_009_Right_Eye_S71,Salmonella enterica,28901,S,42263,37974,80237,0.21583
2024-10-28,Zymo_Mini_Prep_CS_009_Right_Eye_S71,Escherichia coli,562,S,12424,49644,62068,0.16696
2024-10-28,Zymo_Mini_Prep_CS_009_Right_Eye_S71,Pseudomonas aeruginosa,287,S,24956,45122,70078,0.18850
2024-10-28,Zymo_Mini_Prep_CS_009_Right_Eye_S71,Burkholderia contaminans,488447,S,17955,2862,20817,0.05600
2024-10-28,Zymo_Mini_Prep_CS_009_Right_Eye_S71,Bacillus subtilis,1423,S,1514,17125,18639,0.05014
2025-03-14,53_Z_Mini_051_Conj_L_3_S37,Cutibacterium acnes,1747,S,3123,28,3151,0.11515
2025-03-14,54_Z_Mini_051_Lid_L_3_S38,Cutibacterium acnes,1747,S,55158,511,55669,0.37521
2025-03-14,55_Z_Mini_051_Skin_L_3_S39,Cutibacterium acnes,1747,S,108499,821,109320,0.55336
2025-03-14,56_Z_Mini_049_ISO_Cont_1_S40,Erwinia gerundensis,1619313,S,76367,649,77016,0.06578
2025-03-14,56_Z_Mini_049_ISO_Cont_1_S40,Klebsiella pneumoniae,573,S,18367,84869,103236,0.08818
2025-03-14,56_Z_Mini_049_ISO_Cont_1_S40,Cutibacterium acnes,1747,S,124450,956,125406,0.10711
2025-03-14,56_Z_Mini_049_ISO_Cont_1_S40,Trypanosoma cruzi,5693,S,174885,32435,207320,0.17708
2025-03-14,56_Z_Mini_049_ISO_Cont_1_S40,Cryptosporidium hominis,237895,S,62375,16589,78964,0.06745
2025-03-14,57_Z_Mini_050_ISO_Cont_1_S41,Cutibacterium acnes,1747,S,43819,388,44207,0.11155
2025-03-14,57_Z_Mini_050_ISO_Cont_1_S41,Mycolicibacterium phocaicum,319706,S,23828,634,24462,0.06173
2025-03-14,57_Z_Mini_050_ISO_Cont_1_S41,Staphylococcus hominis,1290,S,26367,1495,27862,0.07031
2025-03-14,58_Z_Mini_049_ISO_Cont_2_S42,Delftia tsuruhatensis,180282,S,25050,5107,30157,0.08931
2025-03-14,58_Z_Mini_049_ISO_Cont_2_S42,Ralstonia insidiosa,190721,S,21938,876,22814,0.06756
2025-03-14,58_Z_Mini_049_ISO_Cont_2_S42,Xanthomonas campestris,339,S,17662,325,17987,0.05327
2025-03-14,58_Z_Mini_049_ISO_Cont_2_S42,Mycolicibacterium phocaicum,319706,S,19649,655,20304,0.06013
2025-03-14,58_Z_Mini_049_ISO_Cont_2_S42,Cutibacterium acnes,1747,S,34015,304,34319,0.10163
2025-03-14,59_Z_Mini_050_ISO_Cont_3_S43,Cutibacterium acnes,1747,S,41446,692,42138,0.08486
2025-03-14,59_Z_Mini_050_ISO_Cont_3_S43,Malassezia restricta,76775,S,42863,6,42869,0.08633
2025-03-14,5_Zymo_Micro_Prep_CS_005_Left_Eye_S85,Cutibacterium acnes,1747,S,1138,9,1147,0.10697
2025-03-14,60_Z_Mini_049_ISO_Cont_3_S44,Cutibacterium acnes,1747,S,39253,579,39832,0.11158
2025-03-14,61_Z_Mini__MCS_OMR_B1001_S45,Bacillus subtilis,1423,S,90378,900912,991290,0.05560
2025-03-14,61_Z_Mini__MCS_OMR_B1001_S45,Bacillus intestinalis,1963032,S,3093,1023392,1026485,0.05757
2025-03-14,61_Z_Mini__MCS_OMR_B1001_S45,Staphylococcus aureus,1280,S,2010318,85841,2096159,0.11756
2025-03-14,61_Z_Mini__MCS_OMR_B1001_S45,Listeria monocytogenes,1639,S,2017604,77513,2095117,0.11750
2025-03-14,61_Z_Mini__MCS_OMR_B1001_S45,Enterococcus faecalis,1351,S,1865189,51018,1916207,0.10747
2025-03-14,61_Z_Mini__MCS_OMR_B1001_S45,Lactobacillus fermentum,1613,S,1741742,34982,1776724,0.09965
2025-03-14,61_Z_Mini__MCS_OMR_B1001_S45,Salmonella enterica,28901,S,1601766,1320672,2922438,0.16390
2025-03-14,61_Z_Mini__MCS_OMR_B1001_S45,Escherichia coli,562,S,465042,1706964,2172006,0.12181
2025-03-14,61_Z_Mini__MCS_OMR_B1001_S45,Pseudomonas aeruginosa,287,S,759358,1252273,2011631,0.11282
2025-03-14,63_Qiagen_DNeasy_049_Conj_L_1_S47,Salmonella enterica,28901,S,2681,3377,6058,0.09936
2025-03-14,63_Qiagen_DNeasy_049_Conj_L_1_S47,Escherichia coli,562,S,851,3668,4519,0.07412
2025-03-14,63_Qiagen_DNeasy_049_Conj_L_1_S47,Salinivibrio sp. YCSC6,2003370,S,2787,1522,4309,0.07067
2025-03-14,63_Qiagen_DNeasy_049_Conj_L_1_S47,Salinivibrio costicola,51367,S,2652,1477,4129,0.06772
2025-03-14,63_Qiagen_DNeasy_049_Conj_L_1_S47,Pseudomonas aeruginosa,287,S,1515,3027,4542,0.07449
2025-03-14,63_Qiagen_DNeasy_049_Conj_L_1_S47,Staphylococcus aureus,1280,S,3606,1477,5083,0.08337
2025-03-14,63_Qiagen_DNeasy_049_Conj_L_1_S47,Listeria monocytogenes,1639,S,3396,254,3650,0.05986
2025-03-14,63_Qiagen_DNeasy_049_Conj_L_1_S47,Enterococcus faecalis,1351,S,3235,145,3380,0.05544
2025-03-14,63_Qiagen_DNeasy_049_Conj_L_1_S47,Lactobacillus fermentum,1613,S,3025,75,3100,0.05084
2025-03-14,64_Qiagen_DNeasy_049_049_Lid_L_1_S48,Cutibacterium acnes,1747,S,16526,123,16649,0.18463
2025-03-14,64_Qiagen_DNeasy_049_049_Lid_L_1_S48,Salmonella enterica,28901,S,1262,3719,4981,0.05524
2025-03-14,65_Qiagen_DNeasy_049_Skin_L_1_S49,Cutibacterium acnes,1747,S,55507,482,55989,0.32418
2025-03-14,65_Qiagen_DNeasy_049_Skin_L_1_S49,Trypanosoma cruzi,5693,S,7965,1149,9114,0.05277
2025-03-14,66_Qiagen_DNeasy_049_Conj_L_2_S50,Salinivibrio costicola,51367,S,1771,1013,2784,0.07710
2025-03-14,66_Qiagen_DNeasy_049_Conj_L_2_S50,Salinivibrio sp. YCSC6,2003370,S,1741,978,2719,0.07530
2025-03-14,66_Qiagen_DNeasy_049_Conj_L_2_S50,Salmonella enterica,28901,S,682,1775,2457,0.06805
2025-03-14,66_Qiagen_DNeasy_049_Conj_L_2_S50,Xanthomonas campestris,339,S,2189,33,2222,0.06154
2025-03-14,66_Qiagen_DNeasy_049_Conj_L_2_S50,Delftia tsuruhatensis,180282,S,1566,305,1871,0.05182
2025-03-14,66_Qiagen_DNeasy_049_Conj_L_2_S50,Cutibacterium acnes,1747,S,2081,12,2093,0.05797
2025-03-14,67_Qiagen_DNeasy_049_Lid_L_2_S51,Cutibacterium acnes,1747,S,36687,326,37013,0.42219
2025-03-14,68_Qiagen_DNeasy_049_Skin_L_2_S52,Cutibacterium acnes,1747,S,408318,3305,411623,0.41997
2025-03-14,68_Qiagen_DNeasy_049_Skin_L_2_S52,Trypanosoma cruzi,5693,S,46887,8259,55146,0.05626
2025-03-14,69_Qiagen_DNeasy_049_Conj_L_3_S53,Salinivibrio sp. YCSC6,2003370,S,3514,1976,5490,0.09321
2025-03-14,69_Qiagen_DNeasy_049_Conj_L_3_S53,Salinivibrio costicola,51367,S,3313,1881,5194,0.08818
2025-03-14,69_Qiagen_DNeasy_049_Conj_L_3_S53,Trypanosoma cruzi,5693,S,4902,885,5787,0.09825
2025-03-14,70_Qiagen_DNeasy_049_Lid_L_3_S54,Cutibacterium acnes,1747,S,44414,337,44751,0.33187
2025-03-14,70_Qiagen_DNeasy_049_Lid_L_3_S54,Salinivibrio sp. YCSC6,2003370,S,5320,3084,8404,0.06232
2025-03-14,70_Qiagen_DNeasy_049_Lid_L_3_S54,Salinivibrio costicola,51367,S,4844,2849,7693,0.05705
2025-03-14,70_Qiagen_DNeasy_049_Lid_L_3_S54,Trypanosoma cruzi,5693,S,5732,1277,7009,0.05198
2025-03-14,71_Qiagen_DNeasy_049_Skin_L_3_S55,Cutibacterium acnes,1747,S,229796,2336,232132,0.63702
2025-03-14,73_Qiagen_DNeasy_050_Lid_R_1_S57,Cutibacterium acnes,1747,S,44660,318,44978,0.39731
2025-03-14,73_Qiagen_DNeasy_050_Lid_R_1_S57,Xanthomonas campestris,339,S,5937,68,6005,0.05304
2025-03-14,73_Qiagen_DNeasy_050_Lid_R_1_S57,Trypanosoma cruzi,5693,S,8076,1703,9779,0.08638
2025-03-14,74_Qiagen_DNeasy_050_Skin_R_1_S58,Cutibacterium acnes,1747,S,161973,1120,163093,0.69037
2025-03-14,75_Qiagen_DNeasy_050_Conj_R_2_S59,Salinivibrio sp. YCSC6,2003370,S,4886,2712,7598,0.05768
2025-03-14,75_Qiagen_DNeasy_050_Conj_R_2_S59,Salinivibrio costicola,51367,S,4605,2568,7173,0.05445
2025-03-14,75_Qiagen_DNeasy_050_Conj_R_2_S59,Xanthomonas campestris,339,S,7197,100,7297,0.05539
2025-03-14,75_Qiagen_DNeasy_050_Conj_R_2_S59,Pseudomonas tolaasii,29442,S,3852,4222,8074,0.06129
2025-03-14,75_Qiagen_DNeasy_050_Conj_R_2_S59,Escherichia coli,562,S,76,10889,10965,0.08324
2025-03-14,75_Qiagen_DNeasy_050_Conj_R_2_S59,Delftia tsuruhatensis,180282,S,5706,1262,6968,0.05290
2025-03-14,75_Qiagen_DNeasy_050_Conj_R_2_S59,Cutibacterium acnes,1747,S,12640,67,12707,0.09646
2025-03-14,75_Qiagen_DNeasy_050_Conj_R_2_S59,Trypanosoma cruzi,5693,S,12368,3304,15672,0.11897
2025-03-14,75_Qiagen_DNeasy_050_Conj_R_2_S59,Cryptosporidium hominis,237895,S,7327,1166,8493,0.06447
2025-03-14,76_Qiagen_DNeasy_050_Lid_R_2_S60,Cutibacterium acnes,1747,S,223515,1548,225063,0.43329
2025-03-14,76_Qiagen_DNeasy_050_Lid_R_2_S60,Trypanosoma cruzi,5693,S,33655,5906,39561,0.07616
2025-03-14,77_Qiagen_DNeasy_050_Skin_R_2_S61,Cutibacterium acnes,1747,S,412987,2427,415414,0.73342
2025-03-14,78_Qiagen_DNeasy_050_Conj_R_3_S62,Salinivibrio sp. YCSC6,2003370,S,14898,9066,23964,0.14405
2025-03-14,78_Qiagen_DNeasy_050_Conj_R_3_S62,Salinivibrio costicola,51367,S,14632,8981,23613,0.14194
2025-03-14,78_Qiagen_DNeasy_050_Conj_R_3_S62,Xanthomonas campestris,339,S,9133,122,9255,0.05563
2025-03-14,78_Qiagen_DNeasy_050_Conj_R_3_S62,Cutibacterium acnes,1747,S,12362,87,12449,0.07483
2025-03-14,78_Qiagen_DNeasy_050_Conj_R_3_S62,Trypanosoma cruzi,5693,S,12548,2253,14801,0.08897
2025-03-14,79_Qiagen_DNeasy_050_Lid_R_3_S63,Cutibacterium acnes,1747,S,14651,108,14759,0.40120
2025-03-14,80_Qiagen_DNeasy_050_Skin_R_3_S64,Cutibacterium acnes,1747,S,206187,1414,207601,0.61123
2025-03-14,81_Qiagen_DNeasy_051_Conj_L_1_S65,Salinivibrio sp. YCSC6,2003370,S,3689,1794,5483,0.16330
2025-03-14,81_Qiagen_DNeasy_051_Conj_L_1_S65,Salinivibrio costicola,51367,S,3500,1725,5225,0.15562
2025-03-14,83_Qiagen_DNeasy_051_Skin_L_1_S67,Cutibacterium acnes,1747,S,22697,215,22912,0.21874
2025-03-14,84_Qiagen_DNeasy_051_Conj_L_2_S68,Salinivibrio sp. YCSC6,2003370,S,1794,1077,2871,0.10118
2025-03-14,84_Qiagen_DNeasy_051_Conj_L_2_S68,Salinivibrio costicola,51367,S,1774,1073,2847,0.10034
2025-03-14,84_Qiagen_DNeasy_051_Conj_L_2_S68,Trypanosoma cruzi,5693,S,2212,427,2639,0.09301
2025-03-14,85_Qiagen_DNeasy_051_Lid_L_2_S69,Cutibacterium acnes,1747,S,9631,102,9733,0.10774
2025-03-14,85_Qiagen_DNeasy_051_Lid_L_2_S69,Salinivibrio sp. YCSC6,2003370,S,3166,1935,5101,0.05647
2025-03-14,85_Qiagen_DNeasy_051_Lid_L_2_S69,Salinivibrio costicola,51367,S,2926,1814,4740,0.05247
2025-03-14,85_Qiagen_DNeasy_051_Lid_L_2_S69,Xanthomonas campestris,339,S,4856,111,4967,0.05498
2025-03-14,85_Qiagen_DNeasy_051_Lid_L_2_S69,Pseudomonas tolaasii,29442,S,1907,3075,4982,0.05515
2025-03-14,85_Qiagen_DNeasy_051_Lid_L_2_S69,Trypanosoma cruzi,5693,S,5181,1608,6789,0.07515
2025-03-14,86_Qiagen_DNeasy_051_Skin_L_2_S70,Cutibacterium acnes,1747,S,123848,1742,125590,0.15570
2025-03-14,87_Qiagen_DNeasy_051_Conj_L_3_S71,Rothia mucilaginosa,43675,S,3379,26,3405,0.11704
2025-03-14,87_Qiagen_DNeasy_051_Conj_L_3_S71,Trypanosoma cruzi,5693,S,2282,361,2643,0.09085
2025-03-14,88_Qiagen_DNeasy_051_Lid_L_3_S72,Cutibacterium acnes,1747,S,17537,203,17740,0.18943
2025-03-14,89_Qiagen_DNeasy_051_Skin_L_3_S73,Cutibacterium acnes,1747,S,37302,450,37752,0.27185
2025-03-14,8_Zymo_Micro_Prep_CS_008_Right_Eye_S88,Cutibacterium acnes,1747,S,765,6,771,0.06165
2025-03-14,90_Qiagen_DNeasy_049_ISO_Cont_1_S74,Trypanosoma cruzi,5693,S,230439,27440,257879,0.30146
2025-03-14,90_Qiagen_DNeasy_049_ISO_Cont_1_S74,Salinivibrio sp. YCSC6,2003370,S,41683,27017,68700,0.08031
2025-03-14,90_Qiagen_DNeasy_049_ISO_Cont_1_S74,Salinivibrio costicola,51367,S,40777,26564,67341,0.07872
2025-03-14,90_Qiagen_DNeasy_049_ISO_Cont_1_S74,Pseudomonas tolaasii,29442,S,19080,54283,73363,0.08576
2025-03-14,91_Qiagen_DNeasy_050_ISO_Cont_1_S75,Trypanosoma cruzi,5693,S,311877,89197,401074,0.26893
2025-03-14,91_Qiagen_DNeasy_050_ISO_Cont_1_S75,Cryptosporidium hominis,237895,S,122628,48814,171442,0.11496
2025-03-14,91_Qiagen_DNeasy_050_ISO_Cont_1_S75,Salinivibrio sp. YCSC6,2003370,S,47207,32604,79811,0.05352
2025-03-14,91_Qiagen_DNeasy_050_ISO_Cont_1_S75,Salinivibrio costicola,51367,S,44931,30785,75716,0.05077
2025-03-14,91_Qiagen_DNeasy_050_ISO_Cont_1_S75,Pseudomonas tolaasii,29442,S,52906,97145,150051,0.10061
2025-03-14,91_Qiagen_DNeasy_050_ISO_Cont_1_S75,Salmonella enterica,28901,S,4443,100421,104864,0.07031
2025-03-14,91_Qiagen_DNeasy_050_ISO_Cont_1_S75,Escherichia coli,562,S,1572,90707,92279,0.06188
2025-03-14,93_Qiagen_DNeasy_050_ISO_Cont_3_S77,Salinivibrio sp. YCSC6,2003370,S,106677,59247,165924,0.10199
2025-03-14,93_Qiagen_DNeasy_050_ISO_Cont_3_S77,Salinivibrio costicola,51367,S,102214,57951,160165,0.09845
2025-03-14,93_Qiagen_DNeasy_050_ISO_Cont_3_S77,Salmonella enterica,28901,S,70454,187058,257512,0.15829
2025-03-14,93_Qiagen_DNeasy_050_ISO_Cont_3_S77,Escherichia coli,562,S,21369,154313,175682,0.10799
2025-03-14,93_Qiagen_DNeasy_050_ISO_Cont_3_S77,Pseudomonas aeruginosa,287,S,35028,87403,122431,0.07526
2025-03-14,93_Qiagen_DNeasy_050_ISO_Cont_3_S77,Trypanosoma cruzi,5693,S,159742,30175,189917,0.11674
2025-03-14,94_Qiagen_DNeasy_049_ISO_Cont_3_S78,Salinivibrio sp. YCSC6,2003370,S,28654,18460,47114,0.09192
2025-03-14,94_Qiagen_DNeasy_049_ISO_Cont_3_S78,Salinivibrio costicola,51367,S,27998,18230,46228,0.09019
2025-03-14,94_Qiagen_DNeasy_049_ISO_Cont_3_S78,Salmonella enterica,28901,S,6229,61289,67518,0.13173
2025-03-14,94_Qiagen_DNeasy_049_ISO_Cont_3_S78,Escherichia coli,562,S,2159,37050,39209,0.07650
2025-03-14,94_Qiagen_DNeasy_049_ISO_Cont_3_S78,Trypanosoma cruzi,5693,S,61879,12276,74155,0.14468
2025-03-14,94_Qiagen_DNeasy_049_ISO_Cont_3_S78,Cryptosporidium hominis,237895,S,28924,5338,34262,0.06684
2025-03-14,95_Qiagen_DNeasy_MCS_OMR_B1001_S79,Salmonella enterica,28901,S,2833408,2554375,5387783,0.30290
2025-03-14,95_Qiagen_DNeasy_MCS_OMR_B1001_S79,Escherichia coli,562,S,806877,3178593,3985470,0.22406
2025-03-14,95_Qiagen_DNeasy_MCS_OMR_B1001_S79,Pseudomonas aeruginosa,287,S,1436761,2545460,3982221,0.22388
2025-03-14,95_Qiagen_DNeasy_MCS_OMR_B1001_S79,Bacillus subtilis,1423,S,99768,1108420,1208188,0.06792
2025-03-14,95_Qiagen_DNeasy_MCS_OMR_B1001_S79,Bacillus intestinalis,1963032,S,3264,1116409,1119673,0.06295
2025-03-14,96_Qiagen_DNeasy_OMR_B1001_S80,Salinivibrio sp. YCSC6,2003370,S,95018,53518,148536,0.06610
2025-03-14,96_Qiagen_DNeasy_OMR_B1001_S80,Salinivibrio costicola,51367,S,91027,52343,143370,0.06380
2025-03-14,96_Qiagen_DNeasy_OMR_B1001_S80,Salmonella enterica,28901,S,52574,308972,361546,0.16089
2025-03-14,96_Qiagen_DNeasy_OMR_B1001_S80,Escherichia coli,562,S,16388,194357,210745,0.09379
2025-03-14,96_Qiagen_DNeasy_OMR_B1001_S80,Trypanosoma cruzi,5693,S,284822,70528,355350,0.15814
2025-03-14,96_Qiagen_DNeasy_OMR_B1001_S80,Cryptosporidium hominis,237895,S,160893,22523,183416,0.08162
2024-10-28,MasterPure_MCS_7_S56,Salmonella enterica,28901,S,3658078,3056211,6714289,0.29855
2024-10-28,MasterPure_MCS_7_S56,Escherichia coli,562,S,1045175,3887726,4932901,0.21934
2024-10-28,MasterPure_MCS_7_S56,Pseudomonas aeruginosa,287,S,1976383,3338168,5314551,0.23631
2024-10-28,MasterPure_MCS_7_S56,Bacillus subtilis,1423,S,124554,1289121,1413675,0.06286
2024-10-28,MasterPure_MCS_7_S56,Bacillus intestinalis,1963032,S,4221,1389743,1393964,0.06198
2024-10-28,MasterPure_MCS_HostZero_3_S3,Lactobacillus fermentum,1613,S,4523773,96259,4620032,0.21206
2024-10-28,MasterPure_MCS_HostZero_3_S3,Enterococcus faecalis,1351,S,1753721,95674,1849395,0.08489
2024-10-28,MasterPure_MCS_HostZero_3_S3,Listeria monocytogenes,1639,S,1250510,58332,1308842,0.06008
2024-10-28,MasterPure_MCS_HostZero_3_S3,Salmonella enterica,28901,S,553826,543914,1097740,0.05039
2024-10-28,MasterPure_MCS_HostZero_3_S3,Saccharomyces cerevisiae,4932,S,7646986,8335,7655321,0.35138
2024-10-28,MasterPure_MCS_MolYsis_1_S59,Bacillus subtilis,1423,S,438233,4477250,4915483,0.28018
2024-10-28,MasterPure_MCS_MolYsis_1_S59,Bacillus intestinalis,1963032,S,14523,4722833,4737356,0.27003
2024-10-28,MasterPure_MCS_MolYsis_1_S59,Listeria monocytogenes,1639,S,1347613,56030,1403643,0.08001
2024-10-28,MasterPure_MCS_MolYsis_1_S59,Enterococcus faecalis,1351,S,1257355,48885,1306240,0.07445
2024-10-28,MasterPure_MCS_MolYsis_1_S59,Saccharomyces cerevisiae,4932,S,1890333,2622,1892955,0.10790
2024-10-28,MasterPure_MCS_NEB_5_S34,Salmonella enterica,28901,S,3527469,3021049,6548518,0.29606
2024-10-28,MasterPure_MCS_NEB_5_S34,Escherichia coli,562,S,1022615,3847928,4870543,0.22020
2024-10-28,MasterPure_MCS_NEB_5_S34,Pseudomonas aeruginosa,287,S,1887572,3231108,5118680,0.23142
2024-10-28,MasterPure_MCS_NEB_5_S34,Bacillus subtilis,1423,S,124770,1315231,1440001,0.06510
2024-10-28,MasterPure_MCS_NEB_5_S34,Bacillus intestinalis,1963032,S,4080,1415382,1419462,0.06417
2024-10-28,MasterPure_OMR_8_S22,Burkholderia contaminans,488447,S,963490,147742,1111232,0.23320
2024-10-28,MasterPure_OMR_8_S22,Bradyrhizobium sp. SK17,2057741,S,254034,23230,277264,0.05819
2024-10-28,MasterPure_OMR_HostZero_4_S24,Burkholderia contaminans,488447,S,428312,67721,496033,0.18837
2024-10-28,MasterPure_OMR_MolYsis_2_S42,Burkholderia contaminans,488447,S,517797,77912,595709,0.16345
2024-10-28,MasterPure_OMR_MolYsis_2_S42,Salmonella enterica,28901,S,100420,118459,218879,0.06005
2024-10-28,MasterPure_OMR_NEB_6_S15,Bradyrhizobium sp. SK17,2057741,S,910665,50561,961226,0.13803
2024-10-28,MasterPure_OMR_NEB_6_S15,Burkholderia contaminans,488447,S,1205071,196752,1401823,0.20130
2024-10-28,Molzym_Ultra-Deep_MCS_1_S11,Bacillus subtilis,1423,S,191165,2420096,2611261,0.21724
2024-10-28,Molzym_Ultra-Deep_MCS_1_S11,Bacillus intestinalis,1963032,S,4579,1717104,1721683,0.14323
2024-10-28,Molzym_Ultra-Deep_MCS_1_S11,Listeria monocytogenes,1639,S,1806068,107671,1913739,0.15921
2024-10-28,Molzym_Ultra-Deep_MCS_1_S11,Enterococcus faecalis,1351,S,1081969,41046,1123015,0.09343
2024-10-28,Molzym_Ultra-Deep_MCS_1_S11,Salmonella enterica,28901,S,497893,580312,1078205,0.08970
2024-10-28,Molzym_Ultra-Deep_MCS_1_S11,Escherichia coli,562,S,172291,640200,812491,0.06759
2024-10-28,Molzym_Ultra-Deep_MCS_1_S11,Pseudomonas aeruginosa,287,S,213367,480323,693690,0.05771
2024-10-28,Molzym_Ultra-Deep_MCS_HostZero_3_S19,Salmonella enterica,28901,S,982393,1164795,2147188,0.26432
2024-10-28,Molzym_Ultra-Deep_MCS_HostZero_3_S19,Escherichia coli,562,S,330525,1230790,1561315,0.19220
2024-10-28,Molzym_Ultra-Deep_MCS_HostZero_3_S19,Pseudomonas aeruginosa,287,S,401275,916586,1317861,0.16223
2024-10-28,Molzym_Ultra-Deep_MCS_HostZero_3_S19,Bacillus subtilis,1423,S,39431,508391,547822,0.06744
2024-10-28,Molzym_Ultra-Deep_MCS_HostZero_3_S19,Lactobacillus fermentum,1613,S,628863,16787,645650,0.07948
2024-10-28,Molzym_Ultra-Deep_MCS_HostZero_3_S19,Enterococcus faecalis,1351,S,405538,14609,420147,0.05172
2024-10-28,Molzym_Ultra-Deep_MCS_NEB_5_S44,Bacillus subtilis,1423,S,225509,2559143,2784652,0.21121
2024-10-28,Molzym_Ultra-Deep_MCS_NEB_5_S44,Bacillus intestinalis,1963032,S,6961,2366699,2373660,0.18003
2024-10-28,Molzym_Ultra-Deep_MCS_NEB_5_S44,Listeria monocytogenes,1639,S,1303586,61397,1364983,0.10353
2024-10-28,Molzym_Ultra-Deep_MCS_NEB_5_S44,Enterococcus faecalis,1351,S,658931,25314,684245,0.05190
2024-10-28,Molzym_Ultra-Deep_MCS_NEB_5_S44,Salmonella enterica,28901,S,491735,432881,924616,0.07013
2024-10-28,Molzym_Ultra-Deep_MCS_NEB_5_S44,Escherichia coli,562,S,159546,570739,730285,0.05539
2024-10-28,Molzym_Ultra-Deep_OMR_2_S10,Burkholderia contaminans,488447,S,838510,181756,1020266,0.21445
2024-10-28,Molzym_Ultra-Deep_OMR_2_S10,Bradyrhizobium sp. SK17,2057741,S,268180,23504,291684,0.06131
2024-10-28,Molzym_Ultra-Deep_OMR_HostZero_4_S37,Burkholderia contaminans,488447,S,111345,27051,138396,0.16814
2024-10-28,Molzym_Ultra-Deep_OMR_HostZero_4_S37,Bradyrhizobium sp. SK17,2057741,S,47200,3426,50626,0.06151
2024-10-28,Molzym_Ultra-Deep_OMR_HostZero_4_S37,Salmonella enterica,28901,S,13680,43595,57275,0.06959
2024-10-28,Molzym_Ultra-Deep_OMR_NEB_6_S32,Burkholderia contaminans,488447,S,1393560,226754,1620314,0.24388
2024-10-28,Molzym_Ultra-Deep_OMR_NEB_6_S32,Bradyrhizobium sp. SK17,2057741,S,365746,33965,399711,0.06016
2024-03-14,Molzym_Ultra_Deep_Air_Ctr_3_S20,Bradyrhizobium sp. SK17,2057741,S,3015015,118882,3133897,0.44917
2024-03-14,Molzym_Ultra_Deep_Air_Ctr_3_S20,Burkholderia contaminans,488447,S,1003092,253520,1256612,0.18011
2024-03-14,Molzym_Ultra_Deep_LE_Lt_2_S23,Bradyrhizobium sp. SK17,2057741,S,720098,29132,749230,0.18065
2024-03-14,Molzym_Ultra_Deep_LE_Lt_2_S23,Burkholderia contaminans,488447,S,293185,91494,384679,0.09275
2024-03-14,Molzym_Ultra_Deep_LE_Lt_2_S23,Trypanosoma cruzi,5693,S,238315,73362,311677,0.07515
2024-03-14,Molzym_Ultra_Deep_LE_Rt_1_S1,Bradyrhizobium sp. SK17,2057741,S,738941,30854,769795,0.33908
2024-03-14,Molzym_Ultra_Deep_LE_Rt_1_S1,Burkholderia contaminans,488447,S,239621,81181,320802,0.14131
2024-03-14,Molzym_Ultra_Deep_LE_Rt_1_S1,Trypanosoma cruzi,5693,S,103943,19251,123194,0.05427
2024-03-14,Molzym_Ultra_Deep_MCS_1-100_4_S8,Enterococcus faecalis,1351,S,19437997,620067,20058064,0.29006
2024-03-14,Molzym_Ultra_Deep_MCS_1-100_4_S8,Lactobacillus fermentum,1613,S,14068382,328573,14396955,0.20820
2024-03-14,Molzym_Ultra_Deep_MCS_1-100_4_S8,Listeria monocytogenes,1639,S,13249526,597976,13847502,0.20025
2024-03-14,Molzym_Ultra_Deep_MCS_1-100_4_S8,Bacillus subtilis,1423,S,409162,4422785,4831947,0.06988
2024-03-14,Molzym_Ultra_Deep_MCS_1-100_4_S8,Bacillus intestinalis,1963032,S,12519,4337105,4349624,0.06290
2024-03-14,Molzym_Ultra_Deep_MCS_1-100_4_S8,Staphylococcus aureus,1280,S,6449893,364761,6814654,0.09855
2024-10-28,Water_S63,Burkholderia contaminans,488447,S,180449,31647,212096,0.24865
2024-10-28,Water_S63,Bradyrhizobium sp. SK17,2057741,S,46968,4242,51210,0.06004
2024-03-14,Zymo_Magbead_Air_Ctr_3_S4,Bradyrhizobium sp. SK17,2057741,S,14319368,573229,14892597,0.39694
2024-03-14,Zymo_Magbead_Air_Ctr_3_S4,Burkholderia contaminans,488447,S,6400296,1372250,7772546,0.20716
2024-03-14,Zymo_Magbead_LE_Lt_2_S16,Cutibacterium acnes,1747,S,18275,196,18471,0.05414
2024-03-14,Zymo_Magbead_LE_Rt_1_S9,Prevotella melaninogenica,28132,S,43814,2804,46618,0.05283
2024-03-14,Zymo_Magbead_LE_Rt_1_S9,Trypanosoma cruzi,5693,S,59351,12761,72112,0.08172
2024-03-14,Zymo_Magbead_MCS_1-100_4_S22,Bradyrhizobium sp. SK17,2057741,S,14646860,554029,15200889,0.41304
2024-03-14,Zymo_Magbead_MCS_1-100_4_S22,Burkholderia contaminans,488447,S,5313965,917525,6231490,0.16932
2024-03-14,Zymo_Mini_prep_Air_Ctr_3_S19,Bradyrhizobium sp. SK17,2057741,S,14770229,525789,15296018,0.45954
