sample_id,sample_name,sequencing_date,taxonomy_name,taxonomy_id,taxonomy_lvl,assigned_reads,added_reads,total_reads,fraction_total_reads
jhu00057,Molzym_Ultra-Deep_OMR_2_S10,2024-10-28,Mycolicibacterium smegmatis,1772,S,5289,727,6016,0.00153
jhu00057,Molzym_Ultra-Deep_OMR_2_S10,2024-10-28,Microbacterium sp. XT11,367477,S,5662,225,5887,0.00149
jhu00057,Molzym_Ultra-Deep_OMR_2_S10,2024-10-28,Burkholderia vietnamiensis,60552,S,1619,3858,5477,0.00139
jhu00057,Molzym_Ultra-Deep_OMR_2_S10,2024-10-28,Microbacterium sp. TPU 3598,1938334,S,4660,575,5235,0.00133
jhu00057,Molzym_Ultra-Deep_OMR_2_S10,2024-10-28,Saccharomyces cerevisiae,4932,S,5231,14,5245,0.00133
jhu00057,Molzym_Ultra-Deep_OMR_2_S10,2024-10-28,Burkholderia multivorans,87883,S,4657,562,5219,0.00132
jhu00057,Molzym_Ultra-Deep_OMR_2_S10,2024-10-28,Microbacterium sp. 1S1,2606451,S,3279,1825,5104,0.0013
jhu00057,Molzym_Ultra-Deep_OMR_2_S10,2024-10-28,Microbacterium sp. CBA3102,2603598,S,4344,765,5109,0.0013
jhu00057,Molzym_Ultra-Deep_OMR_2_S10,2024-10-28,Mycolicibacterium frederiksbergense,117567,S,3910,1137,5047,0.00128
jhu00057,Molzym_Ultra-Deep_OMR_2_S10,2024-10-28,Brevundimonas mediterranea,74329,S,3665,1208,4873,0.00124
jhu00057,Molzym_Ultra-Deep_OMR_2_S10,2024-10-28,Bradyrhizobium betae,244734,S,4043,769,4812,0.00122
jhu00057,Molzym_Ultra-Deep_OMR_2_S10,2024-10-28,Mycolicibacterium madagascariense,212765,S,4728,62,4790,0.00122
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Burkholderia contaminans,488447,S,111345,27051,138396,0.20036
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Salmonella enterica,28901,S,13680,43595,57275,0.08292
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Bradyrhizobium sp. SK17,2057741,S,47200,3426,50626,0.07329
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Escherichia coli,562,S,4264,34287,38551,0.05581
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Pseudomonas aeruginosa,287,S,9056,28208,37264,0.05395
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Streptomyces lividans,1916,S,14617,3439,18056,0.02614
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Cryptosporidium hominis,237895,S,13290,2794,16084,0.02329
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Lactobacillus fermentum,1613,S,14928,647,15575,0.02255
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Microbacterium aurum,36805,S,13532,1724,15256,0.02209
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Trypanosoma cruzi,5693,S,9951,3255,13206,0.01912
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Burkholderia lata,482957,S,10456,2587,13043,0.01888
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Staphylococcus aureus,1280,S,5131,7533,12664,0.01833
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Microbacterium hominis,162426,S,11304,1318,12622,0.01827
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Cutibacterium acnes,1747,S,11542,142,11684,0.01692
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Listeria monocytogenes,1639,S,9030,2008,11038,0.01598
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Enterococcus faecalis,1351,S,9650,1106,10756,0.01557
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Mycobacterium chimaera,222805,S,9385,1103,10488,0.01518
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Bacillus subtilis,1423,S,682,8746,9428,0.01365
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Pseudomonas tolaasii,29442,S,6609,1386,7995,0.01157
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Mycolicibacterium psychrotolerans,216929,S,6440,193,6633,0.0096
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Mycolicibacterium gilvum,1804,S,3891,2654,6545,0.00948
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Burkholderia cenocepacia,95486,S,3306,3215,6521,0.00944
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Microbacterium sp. No. 7,1714373,S,5240,719,5959,0.00863
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Microbacterium sp. PM5,2014534,S,5505,232,5737,0.00831
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Caulobacter mirabilis,69666,S,5190,423,5613,0.00813
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Bacillus intestinalis,1963032,S,11,5325,5336,0.00773
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Caulobacter flavus,1679497,S,4218,822,5040,0.0073
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Mycobacterium sp. KMS,189918,S,964,3769,4733,0.00685
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Microbacterium sp. 10M-3C3,2483401,S,3928,748,4676,0.00677
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Mycobacterium avium,1764,S,4078,375,4453,0.00645
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Ralstonia pickettii,329,S,3812,596,4408,0.00638
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Delftia tsuruhatensis,180282,S,3335,1017,4352,0.0063
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Caulobacter vibrioides,155892,S,3059,1189,4248,0.00615
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Burkholderia cepacia,292,S,2858,1333,4191,0.00607
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Caulobacter rhizosphaerae,2010972,S,3356,787,4143,0.006
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Microbacterium oleivorans,273677,S,3851,194,4045,0.00586
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Burkholderia stabilis,95485,S,3192,846,4038,0.00585
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Caulobacter sp. Ji-3-8,2708539,S,2925,996,3921,0.00568
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Chryseoglobus sp. CTD02-10-2,2750620,S,3127,158,3285,0.00476
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Microbacterium paludicola,300019,S,372,2716,3088,0.00447
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Phenylobacterium zucineum,284016,S,2852,165,3017,0.00437
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Cutibacterium granulosum,33011,S,2900,111,3011,0.00436
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Caulobacter sp. K31,366602,S,2446,466,2912,0.00422
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Mycolicibacterium chubuense,1800,S,2641,216,2857,0.00414
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Microbacterium sp. LKL04,912630,S,2619,168,2787,0.00403
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Microbacterium sp. 4R-513,2567934,S,2582,98,2680,0.00388
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Caulobacter segnis,88688,S,2008,630,2638,0.00382
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Microbacterium sp. SGAir0570,2070348,S,324,2303,2627,0.0038
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Mycolicibacterium tokaiense,39695,S,2357,51,2408,0.00349
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Leucobacter triazinivorans,1784719,S,2135,163,2298,0.00333
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Microbacterium pygmaeum,370764,S,2175,41,2216,0.00321
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Microbacterium chocolatum,84292,S,2034,142,2176,0.00315
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Bacillus sp. FJAT-14266,1837130,S,1,2145,2146,0.00311
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Caulobacter sp. FWC26,69665,S,1404,646,2050,0.00297
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Shigella flexneri,623,S,62,1978,2040,0.00295
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Mycolicibacterium aurum,1791,S,1875,78,1953,0.00283
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Microbacterium foliorum,104336,S,1709,203,1912,0.00277
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Mycolicibacterium poriferae,39694,S,716,1147,1863,0.0027
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Eimeria acervulina,5801,S,1840,25,1865,0.0027
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Microbacterium sp. BH-3-3-3,1906742,S,1700,87,1787,0.00259
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Caulobacter henricii,69395,S,1537,234,1771,0.00256
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Microbacterium sp. RG1,2489212,S,1700,65,1765,0.00256
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Microbacterium testaceum,2033,S,1698,58,1756,0.00254
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Mycolicibacterium vanbaalenii,110539,S,1249,385,1634,0.00237
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Burkholderia metallica,488729,S,1388,246,1634,0.00237
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Microbacterium lemovicicum,1072463,S,1513,53,1566,0.00227
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Microbacterium oxydans,82380,S,1245,310,1555,0.00225
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Microbacterium paraoxydans,199592,S,168,1303,1471,0.00213
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Mycolicibacterium vaccae,1810,S,1373,55,1428,0.00207
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Mycolicibacterium parafortuitum,39692,S,1374,52,1426,0.00206
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Brevundimonas naejangsanensis,588932,S,1142,204,1346,0.00195
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Microbacterium sp. PAMC 28756,1795053,S,646,685,1331,0.00193
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Microbacterium sp. ST-M6,2614638,S,1261,45,1306,0.00189
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Humibacter sp. BT305,2282656,S,270,1006,1276,0.00185
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Microbacterium sediminis,904291,S,1073,206,1279,0.00185
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Mycobacterium sp. YC-RL4,1682113,S,1107,161,1268,0.00184
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Phenylobacterium sp. HYN0004,2201350,S,1154,51,1205,0.00174
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Mycolicibacterium duvalii,39688,S,1065,100,1165,0.00169
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Microbacterium esteraromaticum,57043,S,1057,106,1163,0.00168
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Microbacterium sp. L-031,2614639,S,1045,83,1128,0.00163
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Microbacterium protaetiae,2509458,S,1014,74,1088,0.00158
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Microbacterium sp. ABRD 28,2268461,S,1063,19,1082,0.00157
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Brevundimonas diminuta,293,S,317,752,1069,0.00155
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Microbacterium wangchenii,2541726,S,948,72,1020,0.00148
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Microbacterium sp. Y-01,2048898,S,802,192,994,0.00144
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Microbacterium oryzae,743009,S,940,38,978,0.00142
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Burkholderia pyrrocinia,60550,S,744,186,930,0.00135
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Microbacterium sp. XT11,367477,S,861,33,894,0.00129
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Burkholderia vietnamiensis,60552,S,232,654,886,0.00128
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Mycolicibacterium litorale,758802,S,772,109,881,0.00128
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Mycolicibacterium rutilum,370526,S,758,122,880,0.00127
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Microbacterium sp. 1S1,2606451,S,549,311,860,0.00125
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Mycobacterium sp. MS1601,1936029,S,828,15,843,0.00122
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Mycobacterium grossiae,1552759,S,789,37,826,0.0012
jhu00058,Molzym_Ultra-Deep_OMR_HostZero_4_S37,2024-10-28,Microbacterium sp. str. 'China',2103230,S,85,739,824,0.00119
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Burkholderia contaminans,488447,S,1393560,226754,1620314,0.29699
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Bradyrhizobium sp. SK17,2057741,S,365746,33965,399711,0.07326
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Microbacterium aurum,36805,S,153714,18762,172476,0.03161
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Microbacterium hominis,162426,S,127703,13884,141587,0.02595
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Mycobacterium chimaera,222805,S,124330,15019,139349,0.02554
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Burkholderia lata,482957,S,118464,20419,138883,0.02546
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Mycolicibacterium psychrotolerans,216929,S,107863,3104,110967,0.02034
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Mycolicibacterium gilvum,1804,S,56302,32460,88762,0.01627
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Caulobacter mirabilis,69666,S,82484,5868,88352,0.01619
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Caulobacter flavus,1679497,S,64156,10793,74949,0.01374
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Microbacterium sp. No. 7,1714373,S,61940,9594,71534,0.01311
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Salmonella enterica,28901,S,15787,51167,66954,0.01227
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Pseudomonas aeruginosa,287,S,11553,54560,66113,0.01212
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Microbacterium sp. PM5,2014534,S,63243,2448,65691,0.01204
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Caulobacter vibrioides,155892,S,48247,16144,64391,0.0118
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Burkholderia cenocepacia,95486,S,38418,25445,63863,0.01171
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Caulobacter sp. Ji-3-8,2708539,S,48698,14784,63482,0.01164
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Caulobacter rhizosphaerae,2010972,S,52307,10581,62888,0.01153
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Mycobacterium sp. KMS,189918,S,13810,45069,58879,0.01079
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Mycobacterium avium,1764,S,51304,5252,56556,0.01037
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Microbacterium sp. 10M-3C3,2483401,S,44357,7805,52162,0.00956
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Streptomyces lividans,1916,S,26644,20049,46693,0.00856
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Microbacterium oleivorans,273677,S,43999,2061,46060,0.00844
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Mycolicibacterium chubuense,1800,S,42621,3186,45807,0.0084
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Caulobacter sp. K31,366602,S,38895,6615,45510,0.00834
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Phenylobacterium zucineum,284016,S,42176,2876,45052,0.00826
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Caulobacter segnis,88688,S,32652,8811,41463,0.0076
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Burkholderia cepacia,292,S,30639,10805,41444,0.0076
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Escherichia coli,562,S,4709,36048,40757,0.00747
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Mycolicibacterium tokaiense,39695,S,34517,745,35262,0.00646
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Caulobacter sp. FWC26,69665,S,22757,9419,32176,0.0059
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Microbacterium sp. LKL04,912630,S,30004,1793,31797,0.00583
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Mycolicibacterium aurum,1791,S,30454,1210,31664,0.0058
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Chryseoglobus sp. CTD02-10-2,2750620,S,28759,2033,30792,0.00564
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Microbacterium sp. 4R-513,2567934,S,29128,1009,30137,0.00552
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Microbacterium paludicola,300019,S,3760,24653,28413,0.00521
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Mycolicibacterium vanbaalenii,110539,S,22133,6076,28209,0.00517
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Microbacterium sp. SGAir0570,2070348,S,3802,24270,28072,0.00515
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Caulobacter henricii,69395,S,24386,3194,27580,0.00506
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Listeria monocytogenes,1639,S,21183,4944,26127,0.00479
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Mycolicibacterium poriferae,39694,S,10934,14699,25633,0.0047
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Microbacterium pygmaeum,370764,S,25076,462,25538,0.00468
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Microbacterium chocolatum,84292,S,23680,1744,25424,0.00466
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Cutibacterium acnes,1747,S,23706,547,24253,0.00445
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Mycolicibacterium vaccae,1810,S,23056,872,23928,0.00439
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Leucobacter triazinivorans,1784719,S,21211,1917,23128,0.00424
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Bacillus subtilis,1423,S,1628,21178,22806,0.00418
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Microbacterium foliorum,104336,S,20037,2192,22229,0.00407
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Mycolicibacterium parafortuitum,39692,S,21131,772,21903,0.00401
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Trypanosoma cruzi,5693,S,16560,4844,21404,0.00392
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Cryptosporidium hominis,237895,S,14658,6127,20785,0.00381
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Microbacterium sp. RG1,2489212,S,20084,711,20795,0.00381
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Brevundimonas naejangsanensis,588932,S,17514,2890,20404,0.00374
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Microbacterium sp. BH-3-3-3,1906742,S,18894,924,19818,0.00363
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Staphylococcus aureus,1280,S,3456,15323,18779,0.00344
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Microbacterium testaceum,2033,S,18085,589,18674,0.00342
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Mycobacterium sp. YC-RL4,1682113,S,16383,2205,18588,0.00341
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Burkholderia metallica,488729,S,16308,1890,18198,0.00334
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Mycolicibacterium duvalii,39688,S,16585,1455,18040,0.00331
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Microbacterium lemovicicum,1072463,S,17409,573,17982,0.0033
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Phenylobacterium sp. HYN0004,2201350,S,16623,811,17434,0.0032
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Microbacterium oxydans,82380,S,13270,3108,16378,0.003
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Brevundimonas diminuta,293,S,4845,11055,15900,0.00291
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Humibacter sp. BT305,2282656,S,3491,11032,14523,0.00266
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Microbacterium sediminis,904291,S,12133,2271,14404,0.00264
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Mycolicibacterium rutilum,370526,S,12568,1815,14383,0.00264
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Bacillus intestinalis,1963032,S,39,14295,14334,0.00263
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Microbacterium sp. L-031,2614639,S,12783,928,13711,0.00251
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Microbacterium sp. ST-M6,2614638,S,13232,439,13671,0.00251
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Mycolicibacterium litorale,758802,S,12079,1539,13618,0.0025
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Burkholderia stabilis,95485,S,11399,2204,13603,0.00249
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Microbacterium sp. PAMC 28756,1795053,S,6780,6534,13314,0.00244
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Microbacterium paraoxydans,199592,S,1659,11522,13181,0.00242
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Mycolicibacterium arabiense,1286181,S,12667,237,12904,0.00237
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Microbacterium esteraromaticum,57043,S,11749,1072,12821,0.00235
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Mycobacterium grossiae,1552759,S,12310,530,12840,0.00235
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Microbacterium sp. ABRD 28,2268461,S,12284,212,12496,0.00229
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Mycolicibacterium sediminis,1286180,S,11967,448,12415,0.00228
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Mycobacterium sp. MS1601,1936029,S,12236,215,12451,0.00228
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Alicycliphilus denitrificans,179636,S,6375,5964,12339,0.00226
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Sinorhizobium meliloti,382,S,6350,5655,12005,0.0022
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Microbacterium protaetiae,2509458,S,11246,767,12013,0.0022
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Microbacterium sp. Y-01,2048898,S,9713,2196,11909,0.00218
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Enterococcus faecalis,1351,S,10065,1291,11356,0.00208
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Mycolicibacterium phlei,1771,S,9877,1456,11333,0.00208
jhu00059,Molzym_Ultra-Deep_OMR_NEB_6_S32,2024-10-28,Microbacterium oryzae,743009,S,10896,447,11343,0.00208
